Title: Spider-Man: Brand New Day (2026) | Rating: 7.9 | Genres: Sci-Fi, Action, Adventure | Poster: https://image.tmdb.org/t/p/w500/bjiS5ipwxb9JFy3XRRN4OAilSeX.jpg | DirectM3U8: https://movie.streamrip.fun/movies/969681/video_main.m3u8
Title: Jackass: Best and Last (2026) | Rating: 7.5 | Genres: Action, Comedy, Documentary | Poster: https://image.tmdb.org/t/p/w500/tfgccePxnswMqhmtxafliLlcCVR.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1612018/video_main.m3u8
Title: Your Heart Will Be Broken (2026) | Rating: 7.1 | Genres: Romance | Poster: https://image.tmdb.org/t/p/w500/7wIBfBl2gejt6xHxNSK0reVIm7E.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1523145/video_main.m3u8
Title: Michael (2026) | Rating: 8.7 | Genres: Music, Drama | Poster: https://image.tmdb.org/t/p/w500/dueFqKLvjftnELZaGYwY7xinfaI.jpg | DirectM3U8: https://movie.streamrip.fun/movies/936075/video_main.m3u8
Title: Insidious: Out of the Further (2026) | Rating: 6.6 | Genres: Horror, Thriller | Poster: https://image.tmdb.org/t/p/w500/4tTrW9dXCByS5wt2pXVWb58zNjz.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1291595/video_main.m3u8
Title: The Devil Wears Prada 2 (2026) | Rating: 7.1 | Genres: Comedy, Drama | Poster: https://image.tmdb.org/t/p/w500/xTI42pmsP5EDnvsNJPEDubwWBQO.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1314481/video_main.m3u8
Title: Nightborn (2026) | Rating: 6.0 | Genres: Horror | Poster: https://image.tmdb.org/t/p/w500/e9ALgOANOJbcFpw84MbafK3xvD2.jpg | DirectM3U8: https://movie.streamrip.fun/movies/964849/video_main.m3u8
Title: The Super Mario Galaxy Movie (2026) | Rating: 8.2 | Genres: Family, Comedy, Adventure, Fantasy, Animation | Poster: https://image.tmdb.org/t/p/w500/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1226863/video_main.m3u8
Title: Borderline (2026) | Rating: 6.0 | Genres: Thriller | Poster: https://image.tmdb.org/t/p/w500/sAA2mjpYJFAKydtzG4P4aHC4mZk.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1727780/video_main.m3u8
Title: The Mandalorian and Grogu (2026) | Rating: 7.5 | Genres: Action, Adventure, Sci-Fi | Poster: https://image.tmdb.org/t/p/w500/7GV5rrUJf0BRUhoh2cyFoeNthlQ.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1228710/video_main.m3u8
Title: Avengers: Doomsday (2026) | Rating: 0.0 | Genres: Sci-Fi, Action, Adventure | Poster: https://image.tmdb.org/t/p/w500/jzPwsojjFStf5lR5Nm07w2hH56G.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1003596/video_main.m3u8
Title: Yellow Eyes (2026) | Rating: 4.5 | Genres: Horror | Poster: https://image.tmdb.org/t/p/w500/tdIqb0g8fimv2bXIEZdWu6Zfywt.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1314826/video_main.m3u8
Title: Yellow Mirror (2026) | Rating: 7.9 | Genres: Animation, Comedy, Sci-Fi | Poster: https://image.tmdb.org/t/p/w500/1zdGvJAuuXC7dA3eV61OtUJNyjQ.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1729723/video_main.m3u8
Title: The Invite (2026) | Rating: 7.3 | Genres: Comedy, Drama, Romance | Poster: https://image.tmdb.org/t/p/w500/b7Dr8Chzse8VagexAporUu2RtLx.jpg | DirectM3U8: https://movie.streamrip.fun/movies/950028/video_main.m3u8
Title: The Furious (2026) | Rating: 8.2 | Genres: Action, Crime, Thriller | Poster: https://image.tmdb.org/t/p/w500/zP19YO60jwEsfKd5Qf1UvA5uJu8.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1280738/video_main.m3u8
Title: The Sheep Detectives (2026) | Rating: 7.9 | Genres: Comedy, Family, Mystery | Poster: https://image.tmdb.org/t/p/w500/iKy5460GdsoknM8ppmGlJbKxAKa.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1301421/video_main.m3u8
Title: Mortal Kombat II (2026) | Rating: 7.8 | Genres: Action, Fantasy, Adventure | Poster: https://image.tmdb.org/t/p/w500/hwRdDFIhaEmpRgoki805YvyyjZf.jpg | DirectM3U8: https://movie.streamrip.fun/movies/931285/video_main.m3u8
Title: Swapped (2026) | Rating: 8.9 | Genres: Adventure, Animation, Family, Fantasy | Poster: https://image.tmdb.org/t/p/w500/tHhxWxge06goXU6ZQH1hj7vK8Hd.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1007757/video_main.m3u8
Title: Buddy (2026) | Rating: 8.5 | Genres: Horror, Comedy | Poster: https://image.tmdb.org/t/p/w500/6Lh4ZlsAISFQFVfLZ90sE9ycVnN.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1514026/video_main.m3u8
Title: In the Grey (2026) | Rating: 7.6 | Genres: Action, Thriller | Poster: https://image.tmdb.org/t/p/w500/dQgIcW6Th08kMRf2HBoYWoFE6OD.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1122573/video_main.m3u8
Title: Barreda (2026) | Rating: 6.7 | Genres: Drama, Crime, History | Poster: https://image.tmdb.org/t/p/w500/hnr0QkZSDLlrJTvU2ecco65wcHo.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1471168/video_main.m3u8
Title: The Drama (2026) | Rating: 6.9 | Genres: Romance, Comedy, Drama | Poster: https://image.tmdb.org/t/p/w500/rnIOUhzwJDfgQakx8EjoNyItKgs.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1325734/video_main.m3u8
Title: Fall 2: Deadpoint (2026) | Rating: 5.6 | Genres: Thriller | Poster: https://image.tmdb.org/t/p/w500/p73G56bJGPa5y52cyqWscHR6NnN.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1101412/video_main.m3u8
Title: Alpha (2026) | Rating: 5.1 | Genres: Action, Thriller | Poster: https://image.tmdb.org/t/p/w500/bPtRt3ajQ0EkyeQ1O6iJwAIi9Py.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1122030/video_main.m3u8
Title: The Mongoose (2026) | Rating: 0.0 | Genres: Action, Thriller | Poster: https://image.tmdb.org/t/p/w500/eSS5mvSG84UUuvtbHel5Yu3Wik4.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1294189/video_main.m3u8
Title: One Night Only (2026) | Rating: 7.0 | Genres: Comedy, Romance | Poster: https://image.tmdb.org/t/p/w500/9LGEqZvzI7Tsosf8srwEY48rZsD.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1433367/video_main.m3u8
Title: Normal (2026) | Rating: 7.3 | Genres: Action, Crime, Thriller, Western | Poster: https://image.tmdb.org/t/p/w500/t13MdGCKRZvkmrFW2A7Vih3QjwD.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1242332/video_main.m3u8
Title: Protector (2026) | Rating: 8.4 | Genres: Action, Thriller | Poster: https://image.tmdb.org/t/p/w500/icOZpnGuH9YrEaW3wrw5GJaXGih.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1383731/video_main.m3u8
Title: Teenage Sex and Death at Camp Miasma (2026) | Rating: 6.7 | Genres: Comedy, Horror, Romance | Poster: https://image.tmdb.org/t/p/w500/5Cz1EJOKpZ8hqvBNZYF9C2zTB2T.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1240889/video_main.m3u8
Title: Resident Evil (2026) | Rating: 0.0 | Genres: Horror, Sci-Fi | Poster: https://image.tmdb.org/t/p/w500/guq5cJ43v0qcMtLqrYHe5P9fgFM.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1423191/video_main.m3u8
Title: Accidental Partners (2026) | Rating: 8.9 | Genres: Comedy, Romance | Poster: https://image.tmdb.org/t/p/w500/j0CIVzeR7hRAPBPGR54qDZoOQpp.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1632181/video_main.m3u8
Title: Ice Cream Man (2026) | Rating: 4.8 | Genres: Horror, Comedy | Poster: https://image.tmdb.org/t/p/w500/c987gxFjXqYOxZEZKcTkS1ONTWH.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1477712/video_main.m3u8
Title: Remarkably Bright Creatures (2026) | Rating: 8.4 | Genres: Drama, Mystery | Poster: https://image.tmdb.org/t/p/w500/9HcEqn3D4J6b2Z0jK54id9nA0fr.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1330021/video_main.m3u8
Title: Practical Magic 2 (2026) | Rating: 0.0 | Genres: Romance, Fantasy, Comedy | Poster: https://image.tmdb.org/t/p/w500/2lSf1aoZA6UpTEBxVGqnJ7QayIP.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1302904/video_main.m3u8
Title: I Know Who You Are (2026) | Rating: 7.2 | Genres: History, Drama | Poster: https://image.tmdb.org/t/p/w500/ozQe6oNmGHvwk2zdCQilMikUTBZ.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1305672/video_main.m3u8
Title: The Beloved (2026) | Rating: 6.9 | Genres: Drama | Poster: https://image.tmdb.org/t/p/w500/whk02IOeEHz8KCYZGm3fF92zg0v.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1074074/video_main.m3u8
Title: Once Upon a Time in the Middle East (2026) | Rating: 9.1 | Genres: Drama, War | Poster: https://image.tmdb.org/t/p/w500/wAuGgXjA7GV8NrKfmUKl2AP8vqG.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1391021/video_main.m3u8
Title: Dear You (2026) | Rating: 8.9 | Genres: Drama, Family, Comedy | Poster: https://image.tmdb.org/t/p/w500/rjmhzdVS3Ia535pFawju857e2Na.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1671548/video_main.m3u8
Title: Heart of the Beast (2026) | Rating: 0.0 | Genres: Adventure, Thriller | Poster: https://image.tmdb.org/t/p/w500/1ApfSA8JTqeha3GTFEY8syV4auq.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1263337/video_main.m3u8
Title: I Want Your Sex (2026) | Rating: 6.3 | Genres: Comedy | Poster: https://image.tmdb.org/t/p/w500/pR7SIX3AwqdoD96OI44oLG98e7g.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1288059/video_main.m3u8
Title: Forgotten Island (2026) | Rating: 0.0 | Genres: Adventure, Animation, Comedy, Family, Fantasy | Poster: https://image.tmdb.org/t/p/w500/kW1fH2jZZM5tVHwNaDdUOUXJvWU.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1465063/video_main.m3u8
Title: The Last Scene (2026) | Rating: 5.0 | Genres: Drama, Romance | Poster: https://image.tmdb.org/t/p/w500/vQ69OZWDZ90ktHcW2Ku01ht4eis.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1550338/video_main.m3u8
Title: MOBILE SUIT GUNDAM HATHAWAY The Sorcery of Nymph Circe (2026) | Rating: 6.8 | Genres: Animation, Sci-Fi, War, Drama | Poster: https://image.tmdb.org/t/p/w500/6YkVpc9Dn1L2FHNlLOybpSKeGc7.jpg | DirectM3U8: https://movie.streamrip.fun/movies/910850/video_main.m3u8
Title: Hadestown: The Musical (2026) | Rating: 8.9 | Genres: Drama, Fantasy, Romance | Poster: https://image.tmdb.org/t/p/w500/iJNVygzkuOSCOdCPNI1nLSeF7sz.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1439808/video_main.m3u8
Title: Idiots (2026) | Rating: 6.5 | Genres: Comedy, Crime | Poster: https://image.tmdb.org/t/p/w500/l1JFNC1SdgyXVr7BaD5ehaYBvOC.jpg | DirectM3U8: https://movie.streamrip.fun/movies/445466/video_main.m3u8
Title: Night King (2026) | Rating: 6.9 | Genres: Comedy, Drama | Poster: https://image.tmdb.org/t/p/w500/eNeXDdsY02ZODAEUZayNZU7bPRd.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1602727/video_main.m3u8
Title: Onslaught (2026) | Rating: 0.0 | Genres: Action, Horror, Thriller | Poster: https://image.tmdb.org/t/p/w500/cOGtvhc6Ij9KvzM6jZsfQyg0B0O.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1284046/video_main.m3u8
Title: The Brink of War (2026) | Rating: 8.0 | Genres: Drama, History, Thriller, War | Poster: https://image.tmdb.org/t/p/w500/hFborW6HmffKL05GIWlkTFdvVpN.jpg | DirectM3U8: https://movie.streamrip.fun/movies/192139/video_main.m3u8
Title: Digger (2026) | Rating: 0.0 | Genres: Comedy | Poster: https://image.tmdb.org/t/p/w500/1ATXKrIPJyKNwnJ6lcG088Sa6zi.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1248832/video_main.m3u8
Title: By Any Means (2026) | Rating: 10.0 | Genres: Drama, Thriller, History | Poster: https://image.tmdb.org/t/p/w500/f4hdIed8vh10O8TkQ1CkHS8MQ3G.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1380417/video_main.m3u8
Title: Street Fighter (2026) | Rating: 0.0 | Genres: Action, Fantasy | Poster: https://image.tmdb.org/t/p/w500/wOnoOeDcsLSo72ON1UC6c1VHKk1.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1153576/video_main.m3u8
Title: Primetime (2026) | Rating: 0.0 | Genres: Crime, Drama, Thriller | Poster: https://image.tmdb.org/t/p/w500/lmrulvLbmaejTix1YaMxo1oGhH1.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1375441/video_main.m3u8
Title: AEW All In 2026: London (2026) | Rating: 9.1 | Genres:  | Poster: https://image.tmdb.org/t/p/w500/rYumu3P6c4zzl91Jk1cVI3pt55s.jpg | DirectM3U8: https://moon.peakstorm.top/vd/tmdb_1519320/index-s1080p-v1-a1.m3u8
Title: The Runner (2026) | Rating: 0.0 | Genres: Action, Thriller | Poster: https://image.tmdb.org/t/p/w500/uxCaBoYXsDC4A0SqTm3SISj0OwK.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1386315/video_main.m3u8
Title: Bad Counselors (2026) | Rating: 8.5 | Genres: Comedy | Poster: https://image.tmdb.org/t/p/w500/raWg26WVDQeqbTizRjdgJpCHssd.jpg | DirectM3U8: https://moon.peakstorm.top/vd/tmdb_1479537/index-s1080p-v1-a1.m3u8
Title: La bola negra (2026) | Rating: 0.0 | Genres: Drama, War | Poster: https://image.tmdb.org/t/p/w500/jT5SR5qc9KvVg7HUEmjMWEUYMce.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1422041/video_main.m3u8
Title: Just Play Dead (2026) | Rating: 7.4 | Genres: Thriller, Crime | Poster: https://image.tmdb.org/t/p/w500/glALx6QaIgw1u4joXsnfHTjWi6D.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1480574/video_main.m3u8
Title: Spider Island (2026) | Rating: 7.3 | Genres: Comedy, Horror | Poster: https://image.tmdb.org/t/p/w500/eKw6aF7oNEaTnVvN396Q1is9R1n.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1462861/video_main.m3u8
Title: The Doll (2026) | Rating: 6.1 | Genres: Comedy, Romance | Poster: https://image.tmdb.org/t/p/w500/beVlVuYI0ZVb9AMyxwbQlUvaiqp.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1309396/video_main.m3u8
Title: The Weight (2026) | Rating: 0.0 | Genres: Drama, Thriller, Crime | Poster: https://image.tmdb.org/t/p/w500/8i5iZV50CoEtmDCFM7RSxCkpE8h.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1433583/video_main.m3u8
Title: The Wrong Girls (2026) | Rating: 5.9 | Genres: Comedy, Crime, Sci-Fi | Poster: https://image.tmdb.org/t/p/w500/iEJshwO6g4WKTP4HJgCHRTJMWEd.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1226699/video_main.m3u8
Title: My Best Friend (2026) | Rating: 0.0 | Genres: Comedy | Poster: https://image.tmdb.org/t/p/w500/wGfTFVeguXDXYrwPQ8QMFsaSK2M.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1257147/video_main.m3u8
Title: Confinement (2026) | Rating: 10.0 | Genres: Thriller, Horror | Poster: https://image.tmdb.org/t/p/w500/i92X6pBSqZgHAvIX28p0AZJU8xz.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1742458/video_main.m3u8
Title: Untold Raygun: Breaking Badly (2026) | Rating: 7.0 | Genres: Documentary | Poster: https://image.tmdb.org/t/p/w500/3pnlJjsGtrUp3cPEOLzkR0sPQAK.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1739202/video_main.m3u8
Title: War of the Worlds (2025) | Rating: 4.0 | Genres: Sci-Fi, Thriller | Poster: https://image.tmdb.org/t/p/w500/yvirUYrva23IudARHn3mMGVxWqM.jpg | DirectM3U8: https://movie.streamrip.fun/movies/755898/video_main.m3u8
Title: Demon Slayer: Kimetsu no Yaiba Infinity Castle (2025) | Rating: 8.8 | Genres: Animation, Action, Fantasy | Poster: https://image.tmdb.org/t/p/w500/fWVSwgjpT2D78VUh6X8UBd2rorW.jpg | DirectM3U8: https://movie.streamrip.fun/movies/1311031/video_main.m3u8
